Language Code	Glottocode	Display Name	Endonym	Modality	Biggest Script	Ethnologue Vitality 2013	Ethnologue Vitality 2025	Eth Digital Support	Adjusted Populaiton	Population	Parent Language	Parent Glottocode	Recommendation	Recommendation Reason
nmv	ngam1265	Ngamini			Latn	Extinct	Extinct	Still	0	1		dier1240	No	Extinct language
nnv	nugu1241	Nugunu (Australia)			Latn	Extinct	Extinct	Still	0	1		unun9967	No	Extinct language
nnx	ngon1275	Ngong				Extinct			0	1	ngv	book1242	No	ISO merged this into ngv
nny	nyan1300	Nyangga			Latn	Extinct	Extinct	Still	0	1		kaya1318	No	Extinct language
non	oldn1244	Old Norse	norrǿna	Written	Runr				0	1		west2805	Probably not	Historical langauge
nov	novi1234	Novial	Novial	Spoken & Written	Latn				0	1		arti1236	Possibly	Constructed language
nrr	norr1243	Norra				Extinct	Extinct	Still	0	1		book1242	No	Extinct language
nrx	ngur1260	Ngurmbur			Latn	Extinct	Extinct	Still	0	1		umbu1259	No	Extinct language
nsz	nise1244	Nisenan			Latn	Dormant	Endangered	Emerging	0	1		maid1262	Yes	
nuc	nuku1263	Nukuini			Latn	Dormant	Endangered	Still	0	1		poya1240	Yes, with caveat	Some sources report this as extinct, some as active
nug	nung1291	Nungali			Latn	Extinct	Extinct	Still	0	1		djam1254	No	Extinct language
nxn	ngaw1240	Ngawun			Latn	Extinct	Extinct	Still	0	1		nucl1332	No	Extinct language
nyt	nyaw1247	Yi			Latn	Extinct	Extinct	Still	0	1		nyaw1248	No	Extinct language
nyv	nyul1247	Nyulnyul			Latn	Extinct	Extinct	Still	0	1		nyul1250	No	Extinct language
nyx	ngan1296	Nganyaywana			Latn	Extinct	Extinct	Still	0	1		macl1239	No	Extinct language
obl	oblo1238	Oblo			Latn	Nearly Extinct	Endangered	Emerging	0	1		unun9906	Yes	
okg	koko1273	Koko Babangk			Latn	Extinct	Extinct	Still	0	1		book1242	No	Extinct language
okh	kore1279	Koresh-e Rostam				Shifting	Endangered	Still	0	1		khal1276	Yes	
okj	okoj1239	Oko-Juwoi				Extinct	Extinct	Still	0	1		midd1323	No	Extinct language
omg	omag1248	Omagua			Latn	Dormant	Endangered	Still	0	1		omag1247	Yes	
ona	onaa1245	Ona			Latn	Extinct	Extinct	Emerging	0	1		insu1253	Possibly	Different sources consider this living or extinct
onx	onin1237	Onin Based Pidgin			Latn	Dormant	Endangered	Emerging	0	1		onin1246	Yes	
opt	opat1246	Opata			Latn	Extinct	Extinct	Still	0	1		opat1247	No	Extinct language
oti	otii1244	Oti			Latn	Extinct	Extinct	Still	0	1			No	Extinct language
otu	otuk1240	Otuke			Latn	Extinct	Extinct	Still	0	1		boro1285	No	Extinct language
paf	para1313	Paranawát			Latn	Dormant	Endangered	Still	0	1		uncl1545	Yes, with caveat	Some sources report this as extinct, some as active
pax	pank1235	Pankararé			Latn	Dormant	Endangered	Still	0	1		unat1236	Yes, with caveat	Some sources report this as extinct, some as active
paz	pank1250	Pankararú			Latn	Dormant	Endangered	Still	0	1			Yes, with caveat	Some sources report this as extinct, some as active
pej	nort2966	Northern Pomo				Nearly Extinct	Endangered	Emerging	0	1		nort2965	Yes, with caveat	Some sources report this as extinct, some as active
phv	pahl1240	Pahlavani			Arab	Dormant	Endangered	Still	0	1		east2745	Yes	
pit	pitt1247	Pitta Pitta			Latn	Extinct	Extinct	Still	0	1		pitt1246	No	Extinct language
pml	ling1242	Lingua Franca			Latn	Extinct	Extinct	Emerging	0	1		roma1335	No	Extinct language
pmw	plai1259	Plains Miwok			Latn	Dormant	Endangered	Still	0	1		east2546	Yes	
pmz	sout2999	Southern Pame			Latn	Extinct	Extinct	Still	0	1		pame1260	No	Extinct language
pnj	pinj1244	Pinjarup			Latn	Extinct	Extinct	Still	0	1		nyun1247	No	Extinct language
pnk	paun1241	Paunaka			Latn	Dormant	Endangered	Emerging	0	1		moxo1235	Yes	
pog	poti1237	Potiguára			Latn	Dormant	Endangered	Still	0	1		tupi1273	Yes, with caveat	Some sources report this as extinct, some as active
pom	sout2982	Southeastern Pomo			Latn	Extinct	Endangered	Emerging	0	1		pomo1273	Yes, with caveat	Some sources report this as extinct, some as active
prr	puri1262	Puri			Latn	Extinct	Endangered	Still	0	1		puri1261	Yes, with caveat	Some sources report this as extinct, some as active
psm	paus1244	Pauserna			Latn	Dormant	Endangered	Still	0	1		wara1305	Yes, with caveat	Some sources report this as extinct, some as active
pth	pata1261	Pataxó Hã-Ha-Hãe			Latn	Dormant	Endangered	Still	0	1		nucl1842	Yes, with caveat	Some sources report this as extinct, some as active
pue	puel1244	Puelche			Latn	Extinct	Extinct	Still	0	1			No	Extinct language
pyn	poya1241	Poyanáwa			Latn	Dormant	Endangered	Still	0	1		poya1240	Yes	
qui	quil1240	Quileute			Latn	Dormant	Endangered	Still	0	1		chim1311	Yes	
rat	raza1238	Razajerdi				Shifting	Endangered	Still	0	1		rama1272	Yes	
rdb	rudb1238	Rudbari			Arab	Shifting	Endangered	Still	0	1		gila1242	Yes	
rgk	rang1266	Rangkas				Dormant	Endangered	Still	0	1		pith1234	Yes, with caveat	Some sources report this as extinct, some as active
rnr	nari1241	Nari Nari			Latn	Extinct	Extinct	Still	0	1		west2443	No	Extinct language
rsi	renn1236	Rennellese Sign Language				Extinct			0	1		arti1236	No	Declared non-existent by ISO
ruh	ruga1238	Ruga				Nearly Extinct	Endangered	Still	0	1		koch1249	Yes	
sar	sara1331	Saraveca			Latn	Extinct	Extinct	Still	0	1		pare1273	No	Extinct language
sbo	sabu1253	Sabüm			Latn	Dormant	Endangered	Still	0	1		lano1247	Yes	
sds	sene1271	Sened			Arab	Extinct	Extinct	Emerging	0	1		zuar1239	No	Extinct language
shl	shen1247	Shendu				Vigorous	Stable	Emerging	0	1		nucl1757	Yes	
shm	shah1254	Shahrudi			Arab	Shifting	Endangered	Still	0	1		khal1276	Yes	
sia	akka1237	Akkala Sami			Cyrl	Dormant	Endangered	Emerging	0	1	smi	main1280	Yes, with caveat	Some sources report this as extinct, some as active
sih	zire1240	Zire			Latn	Dormant	Endangered	Still	0	1		mids1246	Yes	
sqh	shau1238	Shau			Latn	Nearly Extinct	Extinct	Still	0	1		lame1269	Yes, with caveat	Some sources report this as extinct, some as active
sqn	susq1241	Susquehannock					Extinct	Still	0	1		nort2947	No	Extinct language
srw	seru1245	Serua	bahasa Serua		Latn	Extinct	Extinct	Still	0	1		nila1243	Possibly	Different sources consider this living or extinct
srz	shah1253	Shahmirzadi			Arab	Vigorous	Stable	Still	0	1		maza1305	Yes	
sta	sett1235	Settla			Latn	Wider Communication	Endangered	Emerging	0	1		upco1238	Yes	
tas	tayb1240	Tay Boi			Latn	Extinct	Extinct	Emerging	0	1		fren1279	No	Extinct language
tbu	tuba1279	Tubar			Latn	Extinct	Extinct	Still	0	1		sout3136	No	Extinct language
tcl	tama1328	Taman (Myanmar)				Dormant	Endangered	Still	0	1		uncl1508	Yes, with caveat	Some sources report this as extinct, some as active
teb	tete1252	Tetete			Latn	Extinct	Extinct	Still	0	1		book1242	No	Extinct language
teh	tehu1242	Tehuelche			Latn	Dormant	Endangered	Emerging	0	1		cont1245	Yes	
tep	tepe1278	Tepecano			Latn	Extinct	Extinct	Still	0	1		sout2975	No	Extinct language
tgv	ting1238	Tingui-Boto			Latn	Dormant	Endangered	Still	0	1		book1242	Yes, with caveat	Some sources report this as extinct, some as active
tgz	taga1279	Tagalaka			Latn	Nearly Extinct	Extinct	Still	0	1		cent2337	No	Extinct language
thh	nort2956	Northern Tarahumara			Latn	Nearly Extinct	Endangered	Emerging	0	1		uncl1537	Yes	
til	till1254	Tillamook			Latn	Extinct	Extinct	Still	0	1		coas1325	No	Extinct language
tju	tjur1240	Tjurruru			Latn	Extinct	Extinct	Still	0	1		cent2248	No	Extinct language
tka	truk1242	Truká			Latn	Dormant	Endangered	Still	0	1		unat1236	Yes, with caveat	Some sources report this as extinct, some as active
tkf	tuku1240	Tukumanféd			Latn	Extinct	Extinct	Still	0	1		tupi1286	No	Extinct language
tme	trem1235	Tremembé			Latn	Dormant	Endangered	Still	0	1		unat1236	Yes, with caveat	Some sources report this as extinct, some as active
tmg	tern1248	Ternateño	bahasa Ternateño		Latn	Extinct	Extinct	Emerging	0	1		tern1253	Probably not	Extinct, according to Ethnologue and ISO
tni	tand1253	Tandia			Latn	Dormant	Endangered	Still	0	1		sout3229	Yes	
tnq	tain1254	Taino			Latn	Nearly Extinct	Endangered	Emerging	0	1		anti1247	Yes, with caveat	Some sources report this as extinct, some as active
tol	tolo1259	Tolowa			Latn	Nearly Extinct	Endangered	Emerging	0	1		oreg1242	Yes, with caveat	Some sources report this as extinct, some as active
tov	uppe1235	Upper Taromi			Arab	Shifting	Endangered	Still	0	1		taro1267	Yes	
toz	tooo1238	To			Latn	Dormant	Endangered	Emerging	0	1		unun9907	Yes	
tpk	tupi1272	Tupinikin			Latn	Dormant	Endangered	Still	0	1		tupi1273	Yes, with caveat	Some sources report this as extinct, some as active
trr	taus1253	Taushiro			Latn	Nearly Extinct	Endangered	Still	0	1			Yes	
trz	tora1263	Torá			Latn	Dormant	Endangered	Still	0	1		more1264	Yes, with caveat	Some sources report this as extinct, some as active
ttk	toto1306	Totoro			Latn	Dormant	Endangered	Still	0	1		coco1262	Yes	
tud	tuxa1239	Tuxá			Latn	Dormant	Endangered	Still	0	1			Yes, with caveat	Some sources report this as extinct, some as active
tun	tuni1252	Tunica			Latn	Dormant	Endangered	Emerging	0	1			Yes	
tux	tuxi1238	Tuxináwa			Latn	Extinct	Extinct	Still	0	1		pano1257	No	Extinct language
twt	turi1247	Turiwára			Latn	Dormant	Endangered	Still	0	1		tupi1285	Yes, with caveat	Some sources report this as extinct, some as active
typ	thay1248	Thaypan			Latn	Extinct	Endangered	Still	0	1		thay1250	Yes, with caveat	Some sources report this as extinct, some as active
tyt	tayt1241	Tày Tac			Latn	Vigorous	Stable	Still	0	1		redt1235	Yes	
uam	uamu1236	Uamué			Latn	Dormant	Endangered	Still	0	1		uncl1493	Yes, with caveat	Some sources report this as extinct, some as active
uky	kuuk1243	Kuuk-Yak			Latn	Extinct	Extinct	Emerging	0	1		uppe1456	No	Extinct language
ull	ulla1237	Ullatan				Dormant	Endangered	Still	0	1		mala1541	Yes	
umd	umbi1243	Umbindhamu			Latn	Extinct	Extinct	Still	0	1		umbi1242	No	Extinct language
umo	umot1240	Umotína			Latn	Nearly Extinct	Endangered	Still	0	1		boro1281	Yes, with caveat	Some sources report this as extinct, some as active
umr	umbu1235	Umbugarla			Latn	Extinct	Extinct	Still	0	1			No	Extinct language
unm	unam1242	Unami			Latn	Dormant	Endangered	Emerging	0	1	del	comm1246	Possibly	But probably want to use macrolanguage
urf	urad1239	Uradhi			Latn	Extinct	Extinct	Still	0	1		book1242	No	Extinct language
url	ural1274	Urali				Dormant	Endangered	Still	0	1		tami1297	Yes	
uru	urum1250	Urumi			Latn	Extinct	Extinct	Still	0	1		rama1257	No	Extinct language
urv	urua1242	Uruava			Latn	Extinct	Extinct	Still	0	1		mono1280	No	Extinct language
ved	vedd1240	Veddah				Nearly Extinct	Endangered	Still	0	1		sinh1247	Yes	
vil	vile1241	Vilela			Latn	Extinct	Extinct	Still	0	1			Possibly	Different sources consider this living or extinct
vka	kari1304	Kariyarra			Latn	Extinct	Endangered	Still	0	1		ngar1293	Yes, with caveat	Some sources report this as extinct, some as active
vkm	kama1372	Kamakan			Latn	Extinct	Extinct	Still	0	1		nucl1661	No	Extinct language
vmb	mbab1239	Barbaram			Latn	Extinct	Extinct	Still	0	1		fina1240	No	Extinct language
vmh	mara1373	Maraghei			Arab	Shifting	Endangered	Still	0	1		cent2265	Yes	
vml	malg1242	Malgana			Latn	Extinct	Extinct	Still	0	1		kart1250	No	Extinct language
vms	moks1249	Moksela			Latn	Extinct	Extinct	Still	0	1		unat1236	No	Extinct language
vmu	mulu1243	Muluridyi			Latn	Extinct	Extinct	Still	0	1		yala1261	No	Extinct language
waf	wako1235	Wakoná			Latn	Dormant	Endangered	Still	0	1		unat1236	Yes, with caveat	Some sources report this as extinct, some as active
wam	wamp1249	Wampanoag			Latn	Dormant	Endangered	Emerging	0	1		sout3237	Yes, with caveat	Some sources report this as extinct, some as active
wdu	wadj1255	Wadjigu			Latn	Extinct	Extinct	Still	0	1		sout2765	No	Extinct language
wea	wewa1238	Wewaw				Extinct	Extinct	Emerging	0	1		sgaw1244	No	Extinct language
wgg	wang1290	Wangganguru			Latn	Extinct	Extinct	Still	0	1		arab1266	No	Extinct language
wie	wike1239	Wik-Epa			Latn	Extinct	Extinct	Still	0	1		epme1234	No	Extinct language
wif	wikk1239	Wik-Keyangan			Latn	Extinct	Extinct	Still	0	1		pama1255	No	Extinct language
wil	wila1240	Wilawila			Latn	Extinct	Extinct	Still	0	1		nort2751	No	Extinct language
wir	wira1264	Wiraféd			Latn	Extinct	Extinct	Still	0	1		uncl1545	No	Extinct language
wiy	wiyo1248	Wiyot	Wiyot		Latn	Dormant	Endangered	Emerging	0	1		algi1248	Yes, with caveat	Some sources report this as extinct, some as active
wka	kwad1248	Kw'adza			Latn	Extinct	Extinct	Still	0	1		grea1305	No	Extinct language
wkw	waka1274	Wakawaka			Latn	Dormant	Endangered	Still	0	1		west2808	Yes, with caveat	Some sources report this as extinct, some as active
wmi	wami1239	Wamin			Latn	Extinct	Endangered	Still	0	1		fina1240	Yes, with caveat	Some sources report this as extinct, some as active
wnd	wand1263	Wandarang			Latn	Extinct	Extinct	Still	0	1		mara1414	No	Extinct language
wnm	wang1289	Wanggamala			Latn	Extinct	Extinct	Still	0	1		pitt1246	No	Extinct language
wrb	warl1256	Warluwara			Latn	Extinct	Extinct	Still	0	1		thaw1238	No	Extinct language
wrg	waru1264	Warungu			Latn	Dormant	Endangered	Still	0	1		waru1263	Yes, with caveat	Some sources report this as extinct, some as active
wri	wari1262	Wariyangga			Latn	Extinct	Extinct	Still	0	1		wari1270	No	Extinct language
wrw	gugu1256	Gugu Warra			Latn	Extinct	Extinct	Still	0	1		unun9964	No	Extinct language
wsu	wasu1238	Wasu			Latn	Dormant	Endangered	Still	0	1		unat1236	Yes, with caveat	Some sources report this as extinct, some as active
wsv	wota1240	Wotapuri-Katarqalai			Arab	Extinct	Endangered	Still	0	1		kohi1251	Yes, with caveat	Some sources report this as extinct, some as active
wth	wath1238	Wathawurrung			Latn	Extinct	Extinct	Still	0	1		nucl1335	No	Extinct language
wux	wuln1239	Wulna			Latn	Nearly Extinct	Extinct	Still	0	1		limi1242	Yes, with caveat	Some sources report this as extinct, some as active
wwr	warr1258	Warrwa			Latn	Extinct	Extinct	Still	0	1		nyik1244	No	Extinct language
wxw	ward1248	Wardandi			Latn	Extinct	Extinct	Still	0	1		nyun1247	No	Extinct language
wyi	woiw1237	Woiwurrung			Latn	Extinct	Endangered	Still	0	1		nucl1335	Yes, with caveat	Some sources report this as extinct, some as active
xai	kaim1235	Kaimbé			Latn	Dormant	Endangered	Still	0	1		uncl1493	Yes, with caveat	Some sources report this as extinct, some as active
xaj		Ararandewára			Latn		Extinct	Still	0	1			No	Extinct language
xak	maku1246	Máku			Latn		Extinct	Still	0	1			No	Extinct language
xam	xamm1241	/Xam	ǀXam		Latn	Extinct	Extinct	Still	0	1		kwii1241	No	Extinct language
xas	kama1351	Kamas	калмажи шəкə		Cyrl	Extinct	Extinct	Still	0	1		kama1376	No	Extinct language
xbe	biga1237	Bigambal			Latn	Extinct	Extinct	Still	0	1		yuga1243	No	Extinct language
xbg	bung1264	Bunganditj			Latn	Extinct	Extinct	Still	0	1		warr1256	No	Extinct language
xbp	bibb1234	Bibbulman			Latn	Extinct	Extinct	Still	0	1		nyun1247	No	Extinct language
xbw	kamb1239	Kambiwá			Latn	Dormant	Endangered	Still	0	1		uncl1493	Yes, with caveat	Some sources report this as extinct, some as active
xdk	sydn1236	Dharuk			Latn	Extinct	Endangered	Still	0	1		sydn1235	Yes, with caveat	Some sources report this as extinct, some as active
xeg	xegw1238	//Xegwi			Latn	Extinct	Extinct	Still	0	1		east2867	No	Extinct language
xet	xeta1241	Xetá			Latn	Dormant	Endangered	Still	0	1		tupi1277	Yes	
xgg	gore1235	Goreng			Latn	Extinct	Extinct	Still	0	1		nyun1247	No	Extinct language
xgm	dhar1248	Guwinmal			Latn	Extinct	Endangered	Still	0	1		rock1234	Yes, with caveat	Some sources report this as extinct, some as active
xgu	ungg1243	Unggumi			Latn	Dormant	Endangered	Still	0	1		west2435	Yes	
xgw	guwa1242	Guwa			Latn	Extinct	Extinct	Still	0	1		guwa1241	No	Extinct language
xir	xiri1243	Xiriâna			Latn	Dormant	Endangered	Still	0	1		bahu1238	Yes, with caveat	Some sources report this as extinct, some as active
xiy	xipa1240	Xipaya			Latn	Nearly Extinct	Endangered	Still	0	1		yuru1262	Yes	
xkc	khoi1250	Kho'ini			Arab	Shifting	Endangered	Still	0	1		cent2265	Yes	
xkj	kaja1247	Kajali			Arab	Shifting	Endangered	Still	0	1		khal1276	Yes	
xkp	kaba1276	Kabatei			Arab	Shifting	Endangered	Still	0	1		taro1267	Yes	
xkr	xakr1238	Xakriabá			Latn	Dormant	Endangered	Still	0	1		jece1235	Yes, with caveat	Some sources report this as extinct, some as active
xmq	kuku1279	Kuku-Mangk			Latn	Extinct	Extinct	Still	0	1		book1242	No	Extinct language
xmu	kamu1258	Kamu			Latn	Extinct	Extinct	Still	0	1		east2374	No	Extinct language
xmy	maya1280	Mayaguduna			Latn	Extinct	Extinct	Still	0	1		maya1279	Yes, with caveat	Some sources report this as extinct, some as active
xnm	ngum1253	Ngumbarl			Latn		Extinct	Still	0	1		unun9988	No	Extinct language
xoo	xuku1239	Xukurú			Latn	Dormant	Endangered	Still	0	1			Yes, with caveat	Some sources report this as extinct, some as active
xpa	pirr1240	Pirriya			Latn	Extinct	Extinct	Still	0	1		pirr1239	No	Extinct language
xpn	kapi1248	Kapinawá			Latn	Dormant	Endangered	Still	0	1		uncl1493	Yes, with caveat	Some sources report this as extinct, some as active
xpt	punt1240	Punthamara			Latn	Extinct	Extinct	Still	0	1		ngur1261	No	Extinct language
xrd	gund1248	Gundungurra			Latn	Extinct	Endangered	Still	0	1		nort2760	Yes, with caveat	Some sources report this as extinct, some as active
xre	krey1238	Kreye			Latn	Extinct	Endangered	Still	0	1		timb1253	Yes, with caveat	Some sources report this as extinct, some as active
xth	yith1234	Yitha Yitha			Latn	Dormant	Endangered	Still	0	1		lowe1403	Yes, with caveat	Some sources report this as extinct, some as active
xtw	tawa1278	Tawandê			Latn	Moribund	Endangered	Still	0	1		roos1235	Yes	
xud	umii1236	Umiida			Latn	Dormant	Endangered	Still	0	1		umii1235	Yes, with caveat	Some sources report this as extinct, some as active
xul	ngun1277	Ngunawal			Latn	Extinct	Extinct	Still	0	1		nort2760	No	Extinct language
xun	ungg1244	Unggarranggu			Latn	Extinct	Extinct	Still	0	1		umii1235	No	Extinct language
xut	kuth1240	Kuthant			Latn	Extinct	Extinct	Still	0	1		kuth1239	No	Extinct language
xwd	wadi1260	Wadi Wadi			Latn	Nearly Extinct	Endangered	Still	0	1		west2443	Yes, with caveat	Some sources report this as extinct, some as active
xwj	waju1234	Wajuk			Latn	Extinct	Extinct	Still	0	1		nyun1247	No	Extinct language
xwt	wotj1234	Wotjobaluk			Latn	Extinct	Extinct	Still	0	1		west2443	No	Extinct language
xww	wemb1241	Wemba Wemba			Latn	Extinct	Endangered	Emerging	0	1		wemb1242	Yes, with caveat	Some sources report this as extinct, some as active
xxr	coro1248	Koropó			Latn	Extinct	Extinct	Still	0	1		unun9898	No	Extinct language
xya	yayg1236	Yaygir			Latn	Extinct	Extinct	Still	0	1		gumb1242	No	Extinct language
xyj	mayi1235	Mayi-Yapi			Latn	Extinct	Extinct	Still	0	1		mayk1239	No	Extinct language
xyk	mayi1236	Mayi-Kulan			Latn	Extinct	Extinct	Still	0	1		mayk1239	No	Extinct language
xyt	mayi1234	Mayi-Thakurti			Latn	Extinct	Extinct	Still	0	1		mayk1239	No	Extinct language
xyy	yort1237	Yorta Yorta			Latn	Dormant	Extinct	Still	0	1		east2706	Possibly	Different sources consider this living or extinct
yag	yama1264	Yámana			Latn	Nearly Extinct	Endangered	Emerging	0	1			Yes	
ybn	yaba1249	Yabaâna			Latn	Dormant	Endangered	Still	0	1		mara1421	Yes, with caveat	Some sources report this as extinct, some as active
yga	maly1234	Malyangapa			Latn		Extinct	Still	0	1		yarl1236	No	Extinct language
yia	ying1247	Yinggarda			Latn		Endangered	Still	0	1		sout3134	Yes	
yil	yind1248	Yindjilandji			Latn		Extinct	Still	0	1		ngar1291	No	Extinct language
ylr	yala1262	Yalarnnga			Latn		Extinct	Still	0	1		galg1238	No	Extinct language
yme	yame1242	Yameo	Nijyamïï Nikyejaada		Latn		Extinct	Still	0	1		peba1242	No	Extinct language
ynd	yand1253	Yandruwandha			Latn		Extinct	Still	0	1		yand1252	No	Extinct language
ynu	yahu1241	Yahuna			Latn		Endangered	Still	0	1		sout3144	Yes, with caveat	Some sources report this as extinct, some as active
yry	yarl1238	Yarluyandi			Latn	Nearly Extinct	Endangered	Still	0	1		ngam1265	Yes	
ysr	sire1246	Sirenik Yupik			Cyrl	Extinct	Extinct	Emerging	0	1		eski1265	Yes, with caveat	Some sources report this as extinct, some as active
yub	yuga1244	Yugambal			Latn	Extinct	Extinct	Emerging	0	1		yuga1243	No	Extinct language
yvt	yavi1244	Yavitero			Latn	Nearly Extinct	Extinct	Still	0	1		pare1275	No	Extinct language
yww	yawa1258	Yawarawarga			Latn	Extinct	Extinct	Still	0	1		yand1252	No	Extinct language
yxg	yaga1262	Yagara			Latn	Extinct	Extinct	Still	0	1		yaga1256	No	Extinct language
yxy	yabu1234	Yabula Yabula			Latn	Extinct	Extinct	Still	0	1		yort1237	No	Extinct language
